Attrition,Gender,Age,MaritalStatus,EducationField,Level of Education,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,BusinessTravel,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance
Yes,Male,33,Married,Medical,1,13610,15,7,3,Yes,12,3,Travel_Rarely,0,7,6,7,7,2,3,3,4,4
Yes,Male,33,Divorced,Medical,1,3408,10,7,1,No,13,3,Travel_Rarely,3,4,3,1,3,1,1,4,1,3
No,Male,30,Single,Marketing,1,2983,7,0,1,No,14,3,Travel_Rarely,0,3,2,1,2,4,3,2,1,3
No,Male,35,Married,Life Sciences,3,7632,16,4,3,Yes,12,3,Travel_Rarely,0,8,7,0,0,4,3,3,3,3
Yes,Male,31,Married,Life Sciences,3,9824,20,3,3,No,12,3,Travel_Frequently,0,1,0,0,0,1,3,3,1,3
Yes,Female,34,Divorced,Human Resources,3,9950,23,9,3,Yes,15,3,Travel_Frequently,3,3,2,0,2,2,3,1,3,3
No,Male,42,Married,Other,2,2093,5,4,1,No,17,3,Travel_Frequently,1,2,2,2,0,2,3,3,4,3
No,Male,36,Single,Medical,4,9980,10,1,3,No,14,3,Non-Travel,0,10,3,9,7,2,3,4,4,2
Yes,Male,22,Single,Technical Degree,1,3894,4,5,1,No,16,3,Travel_Frequently,0,2,2,1,2,3,2,3,3,3
No,Female,48,Married,Marketing,5,4051,2,2,2,No,14,3,Travel_Rarely,1,9,7,6,7,2,3,4,1,3
No,Female,55,Single,Life Sciences,5,16835,18,3,4,No,23,4,Travel_Rarely,0,10,9,7,7,1,3,2,4,3
No,Male,41,Single,Life Sciences,2,6230,10,7,2,No,14,3,Non-Travel,0,14,3,1,10,4,3,4,4,3
No,Male,35,Married,Marketing,3,4717,1,9,2,No,11,3,Travel_Rarely,0,11,9,6,9,2,3,3,3,3
No,Female,40,Single,Life Sciences,3,13237,6,7,4,No,15,3,Travel_Rarely,0,20,6,5,13,2,3,3,3,3
No,Female,39,Married,Life Sciences,1,3755,8,1,1,No,11,3,Travel_Frequently,1,8,3,0,7,3,3,3,1,3
No,Male,31,Single,Life Sciences,1,6582,2,4,2,Yes,13,3,Travel_Rarely,0,6,5,0,5,2,3,4,3,4
No,Male,42,Married,Medical,3,7406,24,1,3,Yes,21,4,Travel_Rarely,1,10,9,5,8,4,3,1,4,2
No,Male,45,Married,Other,3,4805,2,0,2,No,19,3,Travel_Rarely,1,8,7,3,7,4,3,2,2,4
Yes,Female,26,Divorced,Life Sciences,4,2741,17,0,1,Yes,11,3,Travel_Frequently,1,7,7,1,0,2,3,3,2,2
No,Male,29,Divorced,Technical Degree,3,4262,19,4,2,No,12,3,Travel_Rarely,2,3,2,1,2,4,3,4,2,4
No,Female,33,Divorced,Medical,5,16184,1,4,4,No,19,3,Travel_Rarely,1,6,1,0,5,1,4,3,3,3
No,Male,31,Divorced,Life Sciences,3,11557,7,9,3,No,21,4,Travel_Rarely,1,5,4,0,1,3,2,4,3,2
Yes,Male,18,Single,Marketing,3,1878,5,1,1,Yes,14,3,Travel_Frequently,0,0,0,0,0,2,3,2,4,3
No,Male,40,Divorced,Other,3,10932,28,3,3,No,15,3,Non-Travel,1,1,0,0,1,3,1,1,3,3
No,Female,41,Single,Other,4,6811,2,2,2,Yes,17,3,Non-Travel,0,8,7,0,7,1,2,3,1,3
No,Male,26,Divorced,Medical,2,4306,29,5,2,No,12,3,Travel_Rarely,2,0,0,0,0,1,3,3,1,3
No,Female,35,Single,Medical,3,4859,1,1,2,No,16,3,Travel_Rarely,0,5,4,0,3,1,3,3,4,3
No,Male,34,Single,Life Sciences,4,5337,21,1,2,No,12,3,Travel_Rarely,0,10,7,5,7,4,4,4,4,3
Yes,Male,26,Single,Technical Degree,3,2340,24,1,1,Yes,18,3,Travel_Rarely,0,1,0,0,0,3,1,4,2,1
No,Female,37,Single,Technical Degree,3,7491,1,4,3,No,17,3,Travel_Rarely,0,6,5,1,2,2,3,4,4,4
No,Female,46,Married,Medical,1,10527,18,5,3,No,11,3,Travel_Frequently,0,2,2,1,2,1,3,3,4,2
No,Female,41,Married,Life Sciences,5,16595,2,7,4,No,16,3,Travel_Rarely,1,18,16,11,8,2,3,1,2,3
No,Male,37,Divorced,Medical,4,8834,9,1,3,No,13,3,Non-Travel,1,9,5,7,7,1,3,2,4,3
No,Male,52,Divorced,Technical Degree,2,5577,6,3,2,Yes,12,3,Travel_Rarely,2,10,9,6,9,4,3,1,2,3
Yes,Male,32,Married,Other,4,4707,11,8,2,No,12,3,Non-Travel,0,4,2,1,2,4,4,3,4,3
No,Male,24,Married,Medical,3,2400,24,0,1,No,13,3,Travel_Frequently,2,2,2,2,1,4,3,4,3,3
No,Female,38,Married,Medical,3,9824,10,3,2,No,19,3,Travel_Rarely,1,1,0,0,0,3,3,3,3,3
No,Female,37,Married,Life Sciences,4,6447,1,6,2,No,12,3,Travel_Rarely,1,6,5,4,3,2,3,2,2,2
No,Male,49,Divorced,Life Sciences,4,19502,18,1,5,Yes,17,3,Travel_Rarely,1,31,9,0,9,4,2,3,3,3
No,Male,24,Married,Medical,3,2725,23,1,1,Yes,11,3,Travel_Rarely,2,6,5,1,4,2,4,4,2,3
No,Male,26,Married,Marketing,2,6272,28,1,2,No,20,4,Travel_Rarely,2,5,3,1,4,1,3,2,4,4
No,Male,24,Married,Other,2,2127,17,1,1,No,21,4,Travel_Rarely,1,1,0,0,0,4,2,2,4,3
No,Male,50,Married,Medical,3,18200,3,1,5,No,11,3,Travel_Frequently,1,32,5,10,7,1,3,2,3,3
No,Male,25,Married,Medical,1,2096,13,1,1,No,11,3,Travel_Rarely,0,7,4,0,6,2,3,3,3,3
Yes,Female,24,Married,Life Sciences,3,2886,7,1,1,Yes,16,3,Travel_Frequently,1,6,3,1,2,1,3,3,4,3
Yes,Male,30,Married,Life Sciences,4,2033,12,1,1,No,18,3,Travel_Frequently,1,1,0,0,0,2,2,1,3,4
No,Male,34,Married,Life Sciences,2,3622,1,1,1,Yes,13,3,Travel_Rarely,1,6,5,1,3,2,2,4,4,3
Yes,Male,31,Divorced,Medical,4,4233,13,2,2,No,17,3,Travel_Rarely,0,3,1,1,2,2,3,1,3,1
No,Male,35,Single,Other,2,3681,25,4,2,No,14,3,Travel_Rarely,0,3,2,0,2,1,2,4,4,3
No,Male,31,Divorced,Medical,4,5460,6,4,2,No,22,4,Travel_Rarely,2,7,7,5,7,1,4,4,4,4
No,Female,27,Divorced,Medical,4,2187,6,0,1,No,12,3,Travel_Rarely,2,5,3,0,3,1,2,3,3,2
No,Male,37,Married,Marketing,3,9602,2,4,2,Yes,11,3,Travel_Rarely,1,3,0,1,0,4,3,3,3,2
No,Female,20,Single,Life Sciences,3,2836,1,1,1,No,13,3,Travel_Rarely,0,1,0,0,0,4,2,2,4,4
No,Female,42,Married,Life Sciences,4,4089,2,1,2,No,13,3,Travel_Rarely,2,10,2,2,2,3,3,4,2,3
No,Male,43,Divorced,Other,4,16627,6,4,4,Yes,14,3,Travel_Rarely,1,1,0,0,0,2,2,4,3,2
No,Female,38,Single,Life Sciences,1,2619,1,3,1,No,17,3,Travel_Rarely,0,0,0,0,0,3,3,1,4,2
No,Male,43,Divorced,Medical,5,5679,9,3,2,Yes,13,3,Travel_Frequently,1,8,7,4,7,4,3,3,2,3
No,Female,48,Married,Life Sciences,4,15402,1,7,4,No,11,3,Travel_Rarely,1,3,2,0,2,4,2,1,1,1
No,Female,44,Single,Life Sciences,4,5985,1,4,2,No,11,3,Travel_Rarely,0,2,2,0,2,1,2,3,2,4
No,Female,34,Divorced,Technical Degree,3,2579,14,1,1,Yes,18,3,Travel_Rarely,2,8,2,0,6,3,3,3,4,3
Yes,Male,27,Divorced,Marketing,1,3041,2,0,1,No,11,3,Travel_Rarely,1,4,3,0,2,3,3,1,2,3
No,Male,21,Single,Technical Degree,1,3447,22,1,1,No,11,3,Travel_Rarely,0,3,2,1,2,3,3,3,3,3
No,Male,44,Married,Other,4,19513,3,4,5,Yes,12,3,Travel_Rarely,1,2,2,0,1,4,3,4,1,4
No,Male,22,Married,Medical,1,2773,6,0,1,No,20,4,Travel_Rarely,0,2,2,2,2,1,3,3,4,3
No,Male,33,Divorced,Marketing,4,7104,8,0,2,No,12,3,Travel_Rarely,0,5,0,1,2,3,3,3,4,3
No,Female,32,Married,Life Sciences,4,6322,9,1,2,Yes,12,3,Travel_Rarely,1,6,4,0,5,1,3,4,4,2
No,Female,30,Divorced,Medical,3,2083,3,1,1,No,20,4,Travel_Frequently,1,1,0,0,0,3,3,3,3,3
No,Female,53,Single,Medical,1,8381,1,7,2,No,20,4,Travel_Rarely,0,14,7,8,10,4,3,1,4,4
No,Male,34,Married,Life Sciences,5,2691,1,1,1,No,12,3,Travel_Rarely,1,10,9,8,8,2,3,4,4,2
Yes,Female,45,Married,Life Sciences,4,4286,26,2,2,No,14,3,Travel_Frequently,2,1,1,0,0,1,3,1,4,3
No,Female,26,Married,Life Sciences,3,2659,6,1,1,Yes,13,3,Travel_Rarely,1,3,2,0,2,3,3,4,3,3
No,Male,37,Married,Other,3,9434,3,1,3,No,15,3,Travel_Rarely,1,10,7,7,8,3,3,3,3,3
No,Female,29,Married,Medical,2,5561,3,1,2,No,14,3,Travel_Rarely,1,6,0,1,2,2,3,3,1,2
No,Male,35,Single,Life Sciences,4,6646,6,1,2,No,13,3,Travel_Rarely,0,17,11,11,8,2,1,4,2,3
No,Male,33,Divorced,Life Sciences,3,7725,6,3,2,No,23,4,Travel_Frequently,1,13,11,4,7,3,3,4,3,1
No,Male,54,Married,Medical,4,10725,19,2,3,No,15,3,Travel_Rarely,1,9,7,7,1,3,3,2,3,4
No,Male,36,Divorced,Medical,2,8847,9,2,2,Yes,11,3,Travel_Rarely,1,3,2,0,2,2,2,2,3,3
No,Male,27,Single,Medical,4,2045,3,0,1,No,13,3,Travel_Rarely,0,4,2,1,1,1,2,4,4,3
Yes,Male,20,Single,Medical,1,1009,10,1,1,Yes,11,3,Travel_Rarely,0,1,0,1,1,4,3,3,4,3
Yes,Male,33,Single,Life Sciences,3,3348,3,1,1,Yes,11,3,Travel_Frequently,0,10,8,9,7,1,3,1,1,3
No,Male,35,Married,Life Sciences,3,1281,3,1,1,No,18,3,Non-Travel,2,1,0,0,0,3,2,3,3,3
No,Male,23,Married,Medical,3,2819,4,2,1,No,16,3,Travel_Rarely,1,3,2,0,2,1,4,1,1,4
No,Male,25,Married,Life Sciences,3,4851,8,0,2,No,22,4,Travel_Rarely,1,3,2,1,2,4,4,2,3,3
No,Female,38,Single,Marketing,4,4028,7,0,2,No,20,4,Travel_Rarely,0,7,7,0,5,4,2,4,1,3
No,Male,29,Divorced,Life Sciences,4,2720,1,1,1,No,18,3,Travel_Frequently,1,10,7,2,8,2,1,4,4,3
No,Male,48,Married,Marketing,1,8120,2,3,2,No,12,3,Travel_Rarely,0,2,2,2,2,2,4,2,4,3
No,Female,27,Divorced,Medical,1,4647,3,1,2,Yes,20,4,Travel_Frequently,2,6,5,0,4,4,4,4,2,3
No,Male,37,Single,Life Sciences,2,4680,10,3,1,No,17,3,Travel_Rarely,0,1,0,0,0,4,4,4,1,3
No,Male,50,Married,Medical,1,3221,28,1,1,Yes,11,3,Travel_Rarely,3,20,8,3,8,4,4,3,3,3
No,Female,34,Single,Medical,3,8621,9,1,3,No,14,3,Travel_Rarely,0,8,7,7,7,4,2,2,2,4
Yes,Female,24,Single,Life Sciences,2,4577,3,9,2,No,14,3,Travel_Rarely,0,2,2,2,0,1,3,3,1,3
No,Female,39,Single,Technical Degree,4,4553,2,1,2,No,11,3,Travel_Rarely,0,20,7,11,10,4,2,3,1,3
No,Male,32,Single,Marketing,3,5396,10,1,2,No,12,3,Travel_Rarely,0,10,7,0,8,4,3,4,4,2
Yes,Male,50,Married,Technical Degree,2,6796,8,3,2,Yes,14,3,Travel_Frequently,1,4,3,1,3,2,3,3,1,3
No,Female,38,Single,Life Sciences,4,7625,1,0,2,No,13,3,Travel_Rarely,0,9,7,1,8,2,4,4,3,2
No,Female,27,Married,Life Sciences,2,7412,1,1,3,No,11,3,Travel_Rarely,0,9,7,0,7,3,3,1,4,3
No,Female,32,Single,Life Sciences,2,11159,3,3,3,No,15,3,Travel_Rarely,0,7,7,7,7,3,3,4,4,3
No,Male,47,Single,Marketing,4,4960,14,2,2,No,12,3,Travel_Rarely,0,7,7,1,7,4,3,1,4,3
No,Male,40,Married,Life Sciences,4,10475,5,5,3,Yes,21,4,Travel_Frequently,1,18,13,1,12,4,2,1,3,3
No,Male,53,Married,Life Sciences,3,14814,7,3,4,No,19,3,Travel_Rarely,0,5,1,1,3,3,4,3,3,3
No,Male,41,Divorced,Human Resources,4,19141,10,3,5,No,15,3,Travel_Rarely,3,21,6,12,6,2,2,4,2,2
No,Male,60,Single,Marketing,4,5405,16,8,2,No,14,3,Travel_Rarely,0,2,2,2,2,1,3,1,4,3
No,Male,27,Divorced,Life Sciences,2,8793,10,1,3,No,21,4,Travel_Frequently,2,9,7,1,7,4,3,1,3,2
No,Male,41,Married,Human Resources,3,19189,1,1,5,No,12,3,Travel_Rarely,1,22,7,2,10,4,2,3,2,3
No,Male,50,Married,Marketing,4,3875,8,7,1,No,15,3,Travel_Rarely,1,2,2,2,2,4,3,2,4,3
Yes,Female,28,Single,Life Sciences,2,2216,1,7,1,Yes,13,3,Travel_Rarely,0,7,7,3,7,1,1,2,4,3
No,Female,36,Married,Life Sciences,3,11713,8,9,3,No,14,3,Non-Travel,1,8,7,0,5,1,4,1,1,3
No,Female,38,Single,Life Sciences,3,7861,1,4,3,Yes,14,3,Travel_Rarely,0,1,0,0,0,3,3,3,4,4
No,Male,44,Single,Medical,3,3708,24,2,1,No,14,3,Non-Travel,0,5,2,1,4,1,1,3,3,3
No,Female,47,Divorced,Medical,3,13770,3,9,4,Yes,12,3,Travel_Frequently,2,22,2,11,13,4,3,3,4,2
No,Male,30,Divorced,Marketing,5,5304,27,7,2,No,23,4,Travel_Rarely,1,8,7,7,7,3,3,4,4,2
No,Male,29,Single,Life Sciences,3,2642,10,1,1,No,11,3,Travel_Rarely,0,1,0,0,0,3,3,3,3,3
Yes,Male,42,Divorced,Medical,3,2759,19,6,1,Yes,12,3,Travel_Frequently,0,2,2,2,2,3,4,3,4,3
No,Male,43,Married,Life Sciences,3,6804,15,3,2,No,18,3,Travel_Frequently,1,2,2,2,2,4,2,4,3,3
No,Female,34,Single,Medical,2,6142,8,3,2,No,11,3,Travel_Rarely,0,5,1,4,3,2,3,3,4,3
No,Male,23,Married,Medical,1,2500,9,1,1,No,14,3,Travel_Rarely,1,4,3,0,2,2,3,1,4,4
No,Female,39,Married,Human Resources,3,6389,3,9,2,No,15,3,Travel_Rarely,1,8,3,3,6,3,4,2,3,1
No,Male,56,Married,Medical,3,11103,9,7,4,No,11,3,Travel_Rarely,0,10,7,1,1,3,3,4,3,2
No,Female,40,Single,Medical,1,2342,2,0,1,Yes,20,4,Travel_Rarely,0,4,2,2,3,4,2,4,4,2
No,Female,27,Single,Medical,3,6811,7,8,2,No,19,3,Travel_Rarely,0,7,6,0,7,4,2,1,1,1
No,Male,29,Divorced,Marketing,3,2297,10,1,1,No,14,3,Travel_Rarely,2,2,2,2,2,4,3,2,4,3
No,Male,53,Single,Life Sciences,3,2450,6,2,2,No,17,3,Travel_Rarely,0,2,2,2,2,4,3,4,4,3
No,Female,35,Divorced,Life Sciences,4,5093,2,2,2,No,11,3,Non-Travel,1,1,0,0,0,4,3,1,1,4
No,Male,32,Married,Life Sciences,4,5309,24,1,2,No,15,3,Travel_Frequently,2,10,8,4,7,1,3,4,4,3
No,Male,38,Married,Medical,5,3057,2,6,1,Yes,13,3,Travel_Rarely,1,1,0,0,1,4,3,3,2,1
No,Female,34,Divorced,Life Sciences,5,5121,8,3,2,No,14,3,Travel_Rarely,1,0,0,0,0,2,3,1,3,3
No,Male,52,Married,Marketing,4,16856,3,1,4,No,11,3,Travel_Rarely,0,34,6,1,16,3,2,1,1,4
Yes,Male,33,Single,Other,4,2686,1,1,1,Yes,13,3,Travel_Rarely,0,10,9,7,8,4,3,4,3,2
No,Female,25,Single,Medical,1,6180,26,1,2,No,23,4,Travel_Rarely,0,6,5,1,4,3,3,4,2,2
No,Male,45,Single,Technical Degree,2,6632,2,0,2,No,13,3,Travel_Rarely,0,8,7,3,1,2,1,3,1,3
No,Male,23,Single,Medical,1,3505,10,1,1,No,18,3,Travel_Rarely,0,2,2,0,2,1,4,3,4,3
Yes,Female,47,Single,Life Sciences,2,6397,27,4,2,Yes,12,3,Travel_Frequently,0,5,4,1,3,2,4,3,4,3
No,Male,34,Single,Other,3,6274,2,1,2,No,22,4,Travel_Rarely,0,6,5,1,4,4,3,4,3,3
Yes,Male,55,Married,Medical,3,19859,2,5,5,Yes,13,3,Travel_Rarely,1,5,2,1,4,4,3,1,4,3
No,Male,36,Single,Life Sciences,4,7587,8,1,3,No,15,3,Non-Travel,0,10,7,0,9,1,2,1,2,3
No,Male,52,Married,Medical,4,4258,19,0,1,No,18,3,Non-Travel,1,4,3,1,2,4,3,4,1,3
No,Female,26,Divorced,Life Sciences,2,4364,1,3,1,No,14,3,Travel_Frequently,1,2,2,2,0,1,1,4,1,3
No,Female,29,Married,Medical,3,4335,27,4,2,No,12,3,Travel_Rarely,1,8,7,1,1,2,3,3,1,2
Yes,Male,26,Single,Technical Degree,3,5326,8,6,2,No,17,3,Travel_Rarely,0,4,3,1,2,4,2,1,3,2
No,Female,34,Single,Life Sciences,4,3280,1,2,1,No,16,3,Travel_Rarely,0,4,2,1,3,2,4,4,3,3
No,Female,54,Divorced,Medical,4,5485,19,9,2,Yes,11,3,Travel_Rarely,2,5,3,1,4,4,3,1,2,3
No,Male,27,Married,Marketing,1,4342,8,0,2,No,19,3,Travel_Frequently,1,4,2,1,1,3,3,4,2,3
No,Female,37,Divorced,Life Sciences,1,2782,10,0,1,Yes,13,3,Travel_Rarely,2,5,3,4,3,4,3,1,2,2
No,Female,38,Single,Life Sciences,4,5980,2,6,2,Yes,12,3,Travel_Frequently,0,15,7,4,12,1,4,1,4,3
No,Female,34,Single,Medical,4,4381,2,1,1,No,11,3,Travel_Rarely,0,6,5,1,3,3,2,1,3,3
No,Female,35,Married,Life Sciences,4,2572,8,1,1,No,16,3,Travel_Rarely,1,3,2,0,2,1,3,4,2,2
No,Male,30,Married,Life Sciences,3,3833,1,3,1,No,21,4,Travel_Rarely,2,2,2,0,2,4,1,3,3,3
No,Female,40,Married,Medical,2,4244,2,1,2,No,24,4,Travel_Frequently,1,8,7,3,7,3,4,2,4,3
No,Female,34,Married,Life Sciences,2,6500,8,5,2,No,17,3,Travel_Rarely,1,3,2,1,2,3,3,1,2,3
No,Male,42,Divorced,Life Sciences,3,18430,8,1,5,No,13,3,Travel_Frequently,1,24,7,14,9,2,3,4,2,2
Yes,Male,23,Married,Life Sciences,3,1601,6,1,1,Yes,21,4,Travel_Rarely,2,0,0,0,0,3,4,1,3,3
No,Male,24,Divorced,Life Sciences,3,2694,9,1,1,No,11,3,Non-Travel,3,1,0,0,0,3,2,2,3,3
No,Female,52,Married,Life Sciences,4,3149,11,8,2,No,20,4,Travel_Rarely,1,5,2,1,4,4,3,3,2,3
No,Male,50,Married,Medical,3,17639,2,5,4,No,16,3,Travel_Rarely,0,4,3,0,3,3,3,3,4,3
Yes,Female,29,Married,Life Sciences,2,2319,1,1,1,Yes,11,3,Travel_Rarely,1,1,0,0,0,2,2,1,4,3
No,Male,33,Married,Medical,3,11691,7,0,3,No,11,3,Travel_Rarely,0,13,9,3,7,3,3,3,4,4
Yes,Female,33,Single,Marketing,3,5324,16,5,2,No,15,3,Travel_Rarely,0,3,2,0,2,1,3,1,3,3
No,Female,47,Married,Other,2,16752,2,1,4,Yes,11,3,Travel_Rarely,1,26,14,3,0,3,3,4,3,2
No,Female,36,Married,Other,3,5228,1,0,2,No,15,3,Travel_Rarely,1,9,7,0,5,3,3,2,1,3
No,Male,29,Married,Life Sciences,2,2700,23,1,1,No,24,4,Travel_Rarely,1,10,7,0,7,3,4,3,3,3
Yes,Male,58,Single,Life Sciences,4,19246,2,7,5,Yes,12,3,Travel_Rarely,0,31,15,13,8,4,3,2,4,3
No,Female,35,Single,Life Sciences,4,2506,1,3,1,No,13,3,Travel_Rarely,0,2,2,2,2,4,4,3,3,3
No,Female,42,Married,Life Sciences,2,6062,1,9,2,Yes,13,3,Travel_Rarely,1,4,3,0,2,4,2,4,4,3
Yes,Male,28,Single,Medical,4,4382,2,6,1,No,17,3,Travel_Rarely,0,2,2,2,1,3,3,3,4,2
No,Male,36,Married,Human Resources,3,2143,13,4,1,No,13,3,Travel_Rarely,1,5,2,0,4,3,3,2,2,3
No,Female,32,Married,Life Sciences,3,6162,4,1,2,No,12,3,Travel_Rarely,1,14,13,6,8,3,2,3,3,3
No,Male,40,Single,Medical,4,5094,16,6,2,No,14,3,Travel_Frequently,0,1,0,0,0,1,2,3,4,3
No,Female,30,Single,Medical,3,6877,2,5,2,Yes,24,4,Travel_Rarely,0,0,0,0,0,3,2,4,2,2
No,Female,45,Single,Life Sciences,3,2274,2,1,1,No,14,3,Travel_Rarely,0,1,0,0,0,2,2,3,4,3
No,Male,42,Married,Life Sciences,3,4434,29,1,2,No,13,3,Travel_Rarely,1,9,8,7,8,2,3,2,4,2
No,Male,38,Divorced,Life Sciences,3,6288,12,2,2,No,15,3,Travel_Frequently,1,4,3,1,2,1,2,1,3,2
No,Female,34,Single,Life Sciences,4,2553,16,1,1,No,16,3,Travel_Frequently,0,5,2,1,3,3,2,4,3,3
Yes,Female,49,Married,Marketing,3,7654,11,1,3,No,18,3,Travel_Rarely,2,9,8,7,7,3,3,4,1,4
Yes,Male,55,Single,Medical,1,5160,2,4,2,No,16,3,Travel_Rarely,0,9,7,7,3,3,3,4,3,2
No,Male,43,Married,Life Sciences,2,17159,14,6,4,No,24,4,Travel_Rarely,1,4,1,1,0,2,3,1,3,3
No,Male,27,Divorced,Technical Degree,1,12808,5,1,3,Yes,16,3,Travel_Rarely,1,9,8,0,8,3,2,4,2,3
No,Male,35,Single,Other,3,10221,7,3,3,No,21,4,Travel_Rarely,0,8,5,1,6,3,3,3,2,4
No,Female,28,Married,Marketing,4,4779,2,1,2,Yes,20,4,Travel_Rarely,0,8,7,7,5,2,3,2,1,3
No,Male,34,Married,Human Resources,2,3737,3,0,1,No,19,3,Travel_Rarely,1,3,2,0,2,3,3,4,3,1
Yes,Female,26,Married,Medical,2,2366,5,1,1,Yes,14,3,Travel_Frequently,1,8,7,1,7,3,2,3,1,3
No,Male,27,Married,Medical,3,1706,3,1,1,No,11,3,Non-Travel,3,0,0,0,0,4,3,4,3,2
No,Female,51,Married,Marketing,4,16307,26,2,4,No,14,3,Travel_Rarely,1,20,6,4,17,1,3,3,3,2
No,Male,44,Single,Medical,3,5933,4,9,2,No,12,3,Travel_Rarely,0,5,2,2,3,4,3,2,4,2
No,Male,25,Single,Medical,1,3424,2,7,1,No,13,3,Travel_Rarely,0,4,3,0,1,1,4,1,3,2
No,Male,33,Divorced,Medical,3,4037,1,1,2,No,22,4,Travel_Rarely,1,9,8,0,8,1,4,1,1,3
No,Female,35,Single,Medical,1,2559,27,1,1,No,11,3,Travel_Rarely,0,6,5,1,1,3,2,1,4,2
No,Male,36,Married,Life Sciences,2,6201,1,1,2,Yes,14,3,Travel_Rarely,1,18,14,4,11,2,3,4,4,2
No,Male,32,Divorced,Life Sciences,4,4403,13,2,2,No,11,3,Travel_Rarely,1,5,2,0,3,2,3,4,3,2
No,Male,30,Divorced,Life Sciences,4,3761,5,9,1,No,12,3,Travel_Frequently,1,5,4,0,3,2,2,4,2,2
No,Female,53,Married,Marketing,2,10934,7,7,3,Yes,18,3,Travel_Rarely,1,5,2,0,4,1,2,4,4,3
No,Male,45,Divorced,Marketing,3,10761,9,4,3,Yes,12,3,Travel_Rarely,1,5,4,0,2,4,3,1,3,3
No,Female,32,Married,Medical,2,5175,8,5,2,No,12,3,Travel_Rarely,1,5,3,1,3,3,4,3,3,2
No,Female,52,Married,Medical,4,13826,25,3,4,No,22,4,Travel_Frequently,0,9,8,0,0,3,2,4,3,3
No,Male,37,Divorced,Marketing,4,6334,16,4,2,No,19,3,Travel_Rarely,2,1,0,0,0,4,2,3,4,3
No,Male,28,Divorced,Medical,2,4936,8,1,1,No,13,3,Travel_Rarely,1,5,1,0,4,2,2,4,4,3
No,Male,22,Married,Life Sciences,2,4775,1,6,2,No,22,4,Travel_Rarely,2,2,2,2,2,4,2,4,1,1
No,Male,44,Married,Life Sciences,4,2818,8,2,1,Yes,24,4,Travel_Rarely,1,3,2,0,2,1,4,4,3,2
No,Male,42,Single,Medical,1,2515,2,5,1,Yes,14,3,Travel_Frequently,0,2,1,2,2,2,3,4,4,3
No,Male,36,Married,Life Sciences,3,2342,8,0,1,No,21,4,Travel_Rarely,0,5,4,0,3,1,2,1,3,3
No,Male,25,Married,Other,1,4194,3,1,2,Yes,18,3,Travel_Rarely,0,5,3,0,3,3,3,1,4,3
No,Female,35,Married,Life Sciences,3,10685,9,1,3,Yes,20,4,Travel_Rarely,1,17,14,5,15,4,2,3,2,3
Yes,Female,35,Divorced,Life Sciences,4,2022,25,1,1,Yes,19,3,Travel_Frequently,1,10,2,7,8,4,3,2,1,2
No,Male,32,Divorced,Life Sciences,3,2314,1,0,1,No,12,3,Non-Travel,1,3,0,0,2,4,3,4,2,3
No,Male,25,Married,Marketing,1,4256,4,1,2,No,12,3,Travel_Rarely,0,5,2,0,3,3,2,1,1,4
No,Female,49,Married,Technical Degree,3,3580,1,2,1,No,16,3,Travel_Rarely,1,4,2,0,2,3,3,1,2,3
No,Male,24,Married,Life Sciences,1,3162,4,0,1,No,17,3,Non-Travel,0,5,2,3,4,1,2,4,4,2
No,Male,32,Married,Life Sciences,2,6524,5,1,2,No,14,3,Travel_Frequently,1,10,8,5,3,2,3,2,4,3
No,Male,38,Married,Marketing,3,2899,9,0,1,No,19,3,Travel_Rarely,1,2,2,1,2,2,2,2,4,3
No,Female,42,Married,Life Sciences,3,5231,3,2,2,Yes,13,3,Travel_Rarely,1,5,3,1,3,3,4,4,2,2
No,Male,31,Married,Life Sciences,4,2356,11,3,1,Yes,19,3,Travel_Rarely,1,6,4,0,2,4,3,4,2,3
Yes,Female,29,Divorced,Medical,3,2800,1,6,1,Yes,19,3,Travel_Rarely,3,3,2,0,2,2,2,3,3,3
No,Male,53,Married,Marketing,3,11836,8,5,4,No,14,3,Travel_Rarely,1,2,0,2,2,1,3,4,3,3
No,Male,35,Married,Technical Degree,3,10903,25,3,3,No,16,3,Travel_Rarely,0,13,10,4,8,4,2,2,1,3
No,Female,37,Married,Medical,2,2973,21,5,1,No,15,3,Travel_Frequently,1,5,4,0,0,3,3,4,2,3
No,Female,53,Single,Life Sciences,4,14275,23,6,4,No,18,3,Travel_Rarely,0,12,9,3,8,4,3,4,3,3
No,Female,43,Married,Life Sciences,3,5562,1,4,2,No,13,3,Travel_Frequently,1,5,2,2,2,4,3,4,2,2
No,Female,47,Married,Marketing,2,4537,2,0,2,Yes,22,4,Travel_Rarely,1,7,6,7,7,3,3,4,1,3
No,Male,37,Single,Medical,2,7642,19,1,3,Yes,13,3,Non-Travel,0,10,0,0,9,1,3,2,4,3
No,Male,50,Divorced,Life Sciences,4,17924,2,1,4,No,11,3,Non-Travel,1,31,6,14,7,1,3,1,4,3
No,Female,39,Married,Life Sciences,3,5204,2,8,2,No,11,3,Travel_Rarely,2,5,4,0,4,4,2,4,3,3
